combo_id,fold,val_auc,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
4,1,0.5266,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
4,2,0.784,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
4,3,0.5424,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
4,4,0.6284,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
5,0,0.8308,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,1,0.8313,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,2,0.8487,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,3,0.8855,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,4,0.8341,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
6,0,0.8538,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,1,0.8415,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,2,0.8724,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,3,0.8024,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,4,0.9151,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
7,0,0.8893,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,1,0.8697,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,2,0.8931,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,3,0.8803,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,4,0.8131,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
8,0,0.8222,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,1,0.786,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,2,0.7577,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,3,0.6426,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,4,0.7954,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
9,0,0.5692,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,1,0.7327,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,2,0.6922,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,3,0.6566,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,4,0.7133,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
10,0,0.8627,32,128,2,0.1,0.5,0.001,0.0001,500,128,0.0,0
10,1,0.7867,32,128,2,0.1,0.5,0.001,0.0001,500,128,0.0,0
10,2,0.8509,32,128,2,0.1,0.5,0.001,0.0001,500,128,0.0,0
10,3,0.8965,32,128,2,0.1,0.5,0.001,0.0001,500,128,0.0,0
10,4,0.8472,32,128,2,0.1,0.5,0.001,0.0001,500,128,0.0,0
11,0,0.5998,32,64,1,0.5,0.1,0.001,0.0001,600,64,0.1,10
11,1,0.6679,32,64,1,0.5,0.1,0.001,0.0001,600,64,0.1,10
11,2,0.6259,32,64,1,0.5,0.1,0.001,0.0001,600,64,0.1,10
11,3,0.7158,32,64,1,0.5,0.1,0.001,0.0001,600,64,0.1,10
11,4,0.5203,32,64,1,0.5,0.1,0.001,0.0001,600,64,0.1,10
12,0,0.6916,128,64,1,0.5,0.1,0.005,0.0001,300,64,0.0,10
12,1,0.7268,128,64,1,0.5,0.1,0.005,0.0001,300,64,0.0,10
12,2,0.7507,128,64,1,0.5,0.1,0.005,0.0001,300,64,0.0,10
12,3,0.7992,128,64,1,0.5,0.1,0.005,0.0001,300,64,0.0,10
12,4,0.7037,128,64,1,0.5,0.1,0.005,0.0001,300,64,0.0,10
13,0,0.8466,32,128,4,0.1,0.1,0.001,0.0001,500,32,0.1,0
13,1,0.8374,32,128,4,0.1,0.1,0.001,0.0001,500,32,0.1,0
13,2,0.8503,32,128,4,0.1,0.1,0.001,0.0001,500,32,0.1,0
13,3,0.8282,32,128,4,0.1,0.1,0.001,0.0001,500,32,0.1,0
13,4,0.8425,32,128,4,0.1,0.1,0.001,0.0001,500,32,0.1,0
14,0,0.6943,128,128,5,0.5,0.5,0.005,0.0001,600,64,0.1,0
14,1,0.6955,128,128,5,0.5,0.5,0.005,0.0001,600,64,0.1,0
14,2,0.7048,128,128,5,0.5,0.5,0.005,0.0001,600,64,0.1,0
14,3,0.6251,128,128,5,0.5,0.5,0.005,0.0001,600,64,0.1,0
14,4,0.7722,128,128,5,0.5,0.5,0.005,0.0001,600,64,0.1,0
15,0,0.5083,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,1,0.704,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,2,0.5485,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,3,0.5796,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,4,0.4892,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
16,0,0.868,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,1,0.909,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,2,0.8989,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,3,0.9048,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,4,0.8697,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
17,0,0.8079,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,1,0.8831,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,2,0.8817,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,3,0.9055,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,4,0.8727,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
18,0,0.7279,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
18,1,0.7366,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
18,2,0.5352,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
