combo_id,fold,val_macro,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
32,0,0.9175,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,1,0.9242,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,2,0.9012,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,3,0.9416,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,4,0.943,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
33,0,0.9177,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,1,0.9077,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,2,0.8856,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,3,0.9155,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,4,0.9257,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
34,0,0.9303,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,1,0.9237,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,2,0.8785,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,3,0.896,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,4,0.9305,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
35,0,0.929,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,1,0.9305,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,2,0.9027,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,3,0.9354,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,4,0.9183,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
36,0,0.897,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
36,1,0.9229,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
36,2,0.8892,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
36,3,0.9187,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
36,4,0.9228,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
37,0,0.9291,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,1,0.9201,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,2,0.9206,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,3,0.8991,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,4,0.9141,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
38,0,0.9184,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
